sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
color_0164,color,dugong,What color is the dugong?,yellow,grey,arbitration_dataset/images/color/color_0164_cf.png,arbitration_dataset/images/color/color_0164_std.png,visual_counterfact
color_0165,color,dung beetle,What color is the dung beetle?,pink,black,arbitration_dataset/images/color/color_0165_cf.png,arbitration_dataset/images/color/color_0165_std.png,visual_counterfact
color_0166,color,echidna,What color is the echidna?,purple,brown,arbitration_dataset/images/color/color_0166_cf.png,arbitration_dataset/images/color/color_0166_std.png,visual_counterfact
color_0167,color,eggnog,What color is the eggnog?,red,yellow,arbitration_dataset/images/color/color_0167_cf.png,arbitration_dataset/images/color/color_0167_std.png,visual_counterfact
color_0168,color,eggplant,What color is the eggplant?,yellow,purple,arbitration_dataset/images/color/color_0168_cf.png,arbitration_dataset/images/color/color_0168_std.png,visual_counterfact
color_0169,color,elephant,What color is the elephant?,orange,grey,arbitration_dataset/images/color/color_0169_cf.png,arbitration_dataset/images/color/color_0169_std.png,visual_counterfact
color_0170,color,elk,What color is the elk?,yellow,brown,arbitration_dataset/images/color/color_0170_cf.png,arbitration_dataset/images/color/color_0170_std.png,visual_counterfact
color_0171,color,emerald,What color is the emerald?,purple,green,arbitration_dataset/images/color/color_0171_cf.png,arbitration_dataset/images/color/color_0171_std.png,visual_counterfact
color_0172,color,emu,What color is the emu?,pink,brown,arbitration_dataset/images/color/color_0172_cf.png,arbitration_dataset/images/color/color_0172_std.png,visual_counterfact
color_0173,color,envelope,What color is the envelope?,orange,white,arbitration_dataset/images/color/color_0173_cf.png,arbitration_dataset/images/color/color_0173_std.png,visual_counterfact
color_0174,color,espresso,What color is the espresso?,blue,brown,arbitration_dataset/images/color/color_0174_cf.png,arbitration_dataset/images/color/color_0174_std.png,visual_counterfact
color_0175,color,espresso maker,What color is the espresso maker?,pink,black,arbitration_dataset/images/color/color_0175_cf.png,arbitration_dataset/images/color/color_0175_std.png,visual_counterfact
color_0176,color,faucet,What color is the faucet?,pink,silver,arbitration_dataset/images/color/color_0176_cf.png,arbitration_dataset/images/color/color_0176_std.png,visual_counterfact
color_0177,color,fawn,What color is the fawn?,yellow,brown,arbitration_dataset/images/color/color_0177_cf.png,arbitration_dataset/images/color/color_0177_std.png,visual_counterfact
color_0178,color,fence,What color is the fence?,pink,white,arbitration_dataset/images/color/color_0178_cf.png,arbitration_dataset/images/color/color_0178_std.png,visual_counterfact
color_0179,color,fire engine,What color is the fire engine?,brown,red,arbitration_dataset/images/color/color_0179_cf.png,arbitration_dataset/images/color/color_0179_std.png,visual_counterfact
color_0180,color,fireboat,What color is the fireboat?,brown,red,arbitration_dataset/images/color/color_0180_cf.png,arbitration_dataset/images/color/color_0180_std.png,visual_counterfact
color_0181,color,flamingo,What color is the flamingo?,blue,pink,arbitration_dataset/images/color/color_0181_cf.png,arbitration_dataset/images/color/color_0181_std.png,visual_counterfact
color_0182,color,flat-coated retriever,What color is the flat-coated retriever?,orange,black,arbitration_dataset/images/color/color_0182_cf.png,arbitration_dataset/images/color/color_0182_std.png,visual_counterfact
color_0183,color,flute,What color is the flute?,brown,silver,arbitration_dataset/images/color/color_0183_cf.png,arbitration_dataset/images/color/color_0183_std.png,visual_counterfact
color_0184,color,folding chair,What color is the folding chair?,yellow,black,arbitration_dataset/images/color/color_0184_cf.png,arbitration_dataset/images/color/color_0184_std.png,visual_counterfact
color_0185,color,fork,What color is the fork?,green,silver,arbitration_dataset/images/color/color_0185_cf.png,arbitration_dataset/images/color/color_0185_std.png,visual_counterfact
color_0186,color,forklift,What color is the forklift?,brown,yellow,arbitration_dataset/images/color/color_0186_cf.png,arbitration_dataset/images/color/color_0186_std.png,visual_counterfact
color_0187,color,fox,What color is the fox?,yellow,red,arbitration_dataset/images/color/color_0187_cf.png,arbitration_dataset/images/color/color_0187_std.png,visual_counterfact
color_0188,color,freezer,What color is the freezer?,orange,white,arbitration_dataset/images/color/color_0188_cf.png,arbitration_dataset/images/color/color_0188_std.png,visual_counterfact
color_0189,color,fridge,What color is the fridge?,yellow,white,arbitration_dataset/images/color/color_0189_cf.png,arbitration_dataset/images/color/color_0189_std.png,visual_counterfact
color_0190,color,frilled lizard,What color is the frilled lizard?,pink,brown,arbitration_dataset/images/color/color_0190_cf.png,arbitration_dataset/images/color/color_0190_std.png,visual_counterfact
color_0191,color,frog,What color is the frog?,purple,green,arbitration_dataset/images/color/color_0191_cf.png,arbitration_dataset/images/color/color_0191_std.png,visual_counterfact
color_0192,color,frying pan,What color is the frying pan?,yellow,black,arbitration_dataset/images/color/color_0192_cf.png,arbitration_dataset/images/color/color_0192_std.png,visual_counterfact
color_0193,color,garbage truck,What color is the garbage truck?,brown,green,arbitration_dataset/images/color/color_0193_cf.png,arbitration_dataset/images/color/color_0193_std.png,visual_counterfact
color_0194,color,garlic,What color is the garlic?,orange,white,arbitration_dataset/images/color/color_0194_cf.png,arbitration_dataset/images/color/color_0194_std.png,visual_counterfact
color_0195,color,gas pump,What color is the gas pump?,blue,red,arbitration_dataset/images/color/color_0195_cf.png,arbitration_dataset/images/color/color_0195_std.png,visual_counterfact
color_0196,color,gasmask,What color is the gasmask?,yellow,black,arbitration_dataset/images/color/color_0196_cf.png,arbitration_dataset/images/color/color_0196_std.png,visual_counterfact
color_0197,color,giant panda,What color is the giant panda?,purple,black,arbitration_dataset/images/color/color_0197_cf.png,arbitration_dataset/images/color/color_0197_std.png,visual_counterfact
color_0198,color,giant schnauzer,What color is the giant schnauzer?,orange,black,arbitration_dataset/images/color/color_0198_cf.png,arbitration_dataset/images/color/color_0198_std.png,visual_counterfact
color_0199,color,giraffe,What color is the giraffe?,green,brown,arbitration_dataset/images/color/color_0199_cf.png,arbitration_dataset/images/color/color_0199_std.png,visual_counterfact
color_0200,color,goat,What color is the goat?,orange,white,arbitration_dataset/images/color/color_0200_cf.png,arbitration_dataset/images/color/color_0200_std.png,visual_counterfact
color_0201,color,goldfinch,What color is the goldfinch?,red,yellow,arbitration_dataset/images/color/color_0201_cf.png,arbitration_dataset/images/color/color_0201_std.png,visual_counterfact
color_0202,color,goldfish,What color is the goldfish?,pink,orange,arbitration_dataset/images/color/color_0202_cf.png,arbitration_dataset/images/color/color_0202_std.png,visual_counterfact
color_0203,color,golf ball,What color is the golf ball?,pink,white,arbitration_dataset/images/color/color_0203_cf.png,arbitration_dataset/images/color/color_0203_std.png,visual_counterfact
color_0204,color,gondola,What color is the gondola?,pink,black,arbitration_dataset/images/color/color_0204_cf.png,arbitration_dataset/images/color/color_0204_std.png,visual_counterfact
color_0205,color,goose,What color is the goose?,red,white,arbitration_dataset/images/color/color_0205_cf.png,arbitration_dataset/images/color/color_0205_std.png,visual_counterfact
color_0206,color,gopher,What color is the gopher?,yellow,brown,arbitration_dataset/images/color/color_0206_cf.png,arbitration_dataset/images/color/color_0206_std.png,visual_counterfact
color_0207,color,gorilla,What color is the gorilla?,yellow,black,arbitration_dataset/images/color/color_0207_cf.png,arbitration_dataset/images/color/color_0207_std.png,visual_counterfact
color_0208,color,grape,What color is the grape?,blue,green,arbitration_dataset/images/color/color_0208_cf.png,arbitration_dataset/images/color/color_0208_std.png,visual_counterfact
color_0209,color,grapefruit,What color is the grapefruit?,blue,pink,arbitration_dataset/images/color/color_0209_cf.png,arbitration_dataset/images/color/color_0209_std.png,visual_counterfact
color_0210,color,grasshopper,What color is the grasshopper?,purple,green,arbitration_dataset/images/color/color_0210_cf.png,arbitration_dataset/images/color/color_0210_std.png,visual_counterfact
color_0211,color,grater,What color is the grater?,purple,silver,arbitration_dataset/images/color/color_0211_cf.png,arbitration_dataset/images/color/color_0211_std.png,visual_counterfact
color_0212,color,great white shark,What color is the great white shark?,red,grey,arbitration_dataset/images/color/color_0212_cf.png,arbitration_dataset/images/color/color_0212_std.png,visual_counterfact
color_0213,color,green lizard,What color is the green lizard?,pink,green,arbitration_dataset/images/color/color_0213_cf.png,arbitration_dataset/images/color/color_0213_std.png,visual_counterfact
color_0214,color,green mamba,What color is the green mamba?,purple,green,arbitration_dataset/images/color/color_0214_cf.png,arbitration_dataset/images/color/color_0214_std.png,visual_counterfact
color_0215,color,green snake,What color is the green snake?,pink,green,arbitration_dataset/images/color/color_0215_cf.png,arbitration_dataset/images/color/color_0215_std.png,visual_counterfact
color_0216,color,grenade,What color is the grenade?,pink,green,arbitration_dataset/images/color/color_0216_cf.png,arbitration_dataset/images/color/color_0216_std.png,visual_counterfact
color_0217,color,grey whale,What color is the grey whale?,yellow,grey,arbitration_dataset/images/color/color_0217_cf.png,arbitration_dataset/images/color/color_0217_std.png,visual_counterfact
color_0218,color,groenendael,What color is the groenendael?,purple,black,arbitration_dataset/images/color/color_0218_cf.png,arbitration_dataset/images/color/color_0218_std.png,visual_counterfact
color_0219,color,ground beetle,What color is the ground beetle?,pink,black,arbitration_dataset/images/color/color_0219_cf.png,arbitration_dataset/images/color/color_0219_std.png,visual_counterfact
color_0220,color,groundhog,What color is the groundhog?,green,brown,arbitration_dataset/images/color/color_0220_cf.png,arbitration_dataset/images/color/color_0220_std.png,visual_counterfact
color_0221,color,guacamole,What color is the guacamole?,purple,green,arbitration_dataset/images/color/color_0221_cf.png,arbitration_dataset/images/color/color_0221_std.png,visual_counterfact
color_0222,color,gun,What color is the gun?,orange,black,arbitration_dataset/images/color/color_0222_cf.png,arbitration_dataset/images/color/color_0222_std.png,visual_counterfact
color_0223,color,hare,What color is the hare?,yellow,white,arbitration_dataset/images/color/color_0223_cf.png,arbitration_dataset/images/color/color_0223_std.png,visual_counterfact
color_0224,color,hartebeest,What color is the hartebeest?,red,brown,arbitration_dataset/images/color/color_0224_cf.png,arbitration_dataset/images/color/color_0224_std.png,visual_counterfact
color_0225,color,hay,What color is the hay?,purple,yellow,arbitration_dataset/images/color/color_0225_cf.png,arbitration_dataset/images/color/color_0225_std.png,visual_counterfact
color_0226,color,head cabbage,What color is the head cabbage?,pink,green,arbitration_dataset/images/color/color_0226_cf.png,arbitration_dataset/images/color/color_0226_std.png,visual_counterfact
color_0227,color,hippopotamus,What color is the hippopotamus?,pink,grey,arbitration_dataset/images/color/color_0227_cf.png,arbitration_dataset/images/color/color_0227_std.png,visual_counterfact
color_0228,color,holster,What color is the holster?,red,black,arbitration_dataset/images/color/color_0228_cf.png,arbitration_dataset/images/color/color_0228_std.png,visual_counterfact
color_0229,color,honeycomb,What color is the honeycomb?,purple,yellow,arbitration_dataset/images/color/color_0229_cf.png,arbitration_dataset/images/color/color_0229_std.png,visual_counterfact
